"","blurb","state"
"301","Shirts of Armour wants to produce our awesomely fun t-shirts in the USA. Help us purchase the equipment to make it happen.","failed"
"302","A Style Experience that will display style in several forms; fashion, art, and music. This is Style Chronicles!","failed"
"303","Creating a luxury, heavy weight, high quality, urban inspired brand, full of personality.","failed"
"304","We are trying to start up our rodeo themed clothing line. We plan to have the kind of western clothing you need.","failed"
"305","My goal is to put thought provoking, beautiful art on shirts and other clothing items. Many more ideas soon to be drawn by artists.","failed"
"306","They say New York city is A concrete jungle;but we at RingLeaders,like to think of it as A circus.Everyone has their own part to play.","failed"
"307","We've entered a cold civil war among our citizens in America. It's time to unite our country and work together, Democrat & Republican.","failed"
"308","LUXXE is a shopping oasis! One store, one website, one brand; endless shopping opportunity.","failed"
"309","An online clothing store selling discounted new & gently used, designer pre-assembled outfits, to those less fortunate.","failed"
"310","We are a up and coming clothing line that would like to take a percentage of our earnings, and help clean the beaches nationwide!","failed"
"311","I am launching my own lifestyle luxury brand of women's clothing and accessories brand using my love of Zebra as the defining edge.","failed"
"312","I'm looking to mass produce and distribute a brand new line of men's leather wallets based on some of my custom designs.","failed"
"313","Everything that was put into NFTTE wasn't something that was thought about hard, it just happened kind of like magic from scratch.","failed"
"314","we want to create an original jockstrap that is comfortable for modern man, in addition to safe and sexy","failed"
"315","Fun T-shirt for Mumzy-Poo who secretly plays PokemonGo herself...
when she does not have to watch them all!","failed"
"316","The best of both worlds..The best football team combined with the best rock bands. Designed by myself with many more to come. Go Hawks!","failed"
"317","Our Goal is to create more College shirts with the name Smart is so Sexy in your college colors, your school pride. ex. USF Green/Gold","failed"
"318","VERSUS is a unisex clothing line, instead of competing let's become ONE. Great quality and sustainable fashion for anybody and anytime.","failed"
"319","We are the brand responsible for designing some of the merchandise for some of the biggest artist in the U.S.
Rad Yo! is on the rise.","failed"
"320","""Listen"" is a clothing line about just stepping back and listening to the world around you.. Do not sweat the small stuff..","failed"
"321","Australian owned Fitness Apparel brand, focused on functional and fashion work out wear","failed"
"322","Genuine cow leather, unique slide stopper, optional add-on RFID, and international bill size friendly. Trig slim wallet is unique :)","successful"
"323","Designed to freeze in just 10 minutes. Make popsicle bites, iced coffee cubes, and more – without the wait.","successful"
"324","Cafflano® Kompact, a Revolutionary Portable Press-typed Coffee Brewer (★PATENTED★)","successful"
"325","Modular aluminum honeycombs customize to create unique modern wine displays, and expand infinitely as your wine collection grows!","successful"
"326","Decor & accessories designed to help women feel great, focus & get what they want. Inspiration, motivation, mindfulness, empowerment.","successful"
"327","The KevoSling is a round sling suspension trainer you can use everywhere for a full body workout.","successful"
"328","Firefly inspired luminescent artisan rings made with sterling silver and the brightest glow powders available. Nashville created!","successful"
"329","BAELTS - minimal, personalized and buckleless - handcrafted in the heart of Bangkok's Chinatown","successful"
"330","The PLUS ONE is a portable, lightweight, utility cart designed for use on any occasion, in any weather, and through any type of terrain","successful"
"331","The world's very first spring-loaded automatic extending fishing net.","successful"
"332","The world's first & best way to organize your tea. Transform tea clutter into a beautiful lightweight book. Plus get our literary teas.","successful"
"333","A truly unique Titanium Flashlight. Tiny, bright and lightweight. The latest in Fine Personal Accessories from TEC.","successful"
"334","This tote does it all - Beach, Lunch, School, Beer & Wine, Groceries, Book - indestructible and made from recycled materials in Canada","successful"
"335","Multiple ways to carry. Multiple uses. Multiple choices. Your True Everyday Carry (EDC) Pen.","successful"
"336","The Infinity Cube is strikingly intricate. It is a tangible piece of one of the most advanced materials ever made: carbon fiber.","successful"
"337","A corkscrew that is to be taken out of the kitchen drawer and displayed in your home, symbolizing hospitality, warmth and friendship.","successful"
"338","Brush your teeth anytime, anywhere with this easy to use on-the-go brush that contains tooth paste in the handle. Simply squeeze it.","successful"
"339","PLEXFIT is a patent pending, lightweight sling built to completely support injured arms, allowing sports and other lifestyle activities","successful"
